Name,Platform,Publisher,Genre,Metascore,User_Score,Release_Year
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,Minato Station,Adventure,,,2008
Toxic Grind,XB,THQ,Sports,49,,2002
Tropico 4: Modern Times,PC,Kalypso Media,Strategy,78,8,2012
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,Paon,Misc,,,2011
ScrapLand,XB,Deep Silver,Action,73,7.4,2005
Enchanted Arms (JP sales),X360,Ubisoft,Role-Playing,,,2006
Utawarerumono: Futari no Hakuoro,PS3,Aqua Plus,Misc,,,2016
Geten no Hana,PSP,Tecmo Koei,Misc,,,2013
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,Tecmo Koei,Adventure,,,2009
Indianapolis 500 Evolution,X360,Zushi Games,Racing,,,2009
Brothers in Arms: Hell's Highway,PC,Ubisoft,Shooter,79,7.9,2008
D.Gray-man: Sousha no Shikaku,PS2,Konami Digital Entertainment,Adventure,,,2008
Crazy Machines,Wii,DTP Entertainment,Puzzle,,,2010
Ookami to Koushinryou: Omiowataru Kaze,DS,ASCII Media Works,Adventure,,,2009
DiRT,PC,Codemasters,Racing,84,7.3,2007
School Days LxH,PS2,Interchannel,Adventure,,,2008
IL-2 Sturmovik: Forgotten Battles,PC,Ubisoft,Simulation,86,8.6,2003
Serious Sam HD: Gold Edition,X360,Mastertronic,Shooter,,,2011
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,Crave Entertainment,Action,,,2006
Neo Angelique,PS2,Tecmo Koei,Adventure,,,2006
Psycho-Pass: Mandatory Happiness,PSV,Nippon Ichi Software,Adventure,64,7.3,2016
Namco Museum Battle Collection (JP sales),PSP,Sony Computer Entertainment,Misc,,,2005
Ceville,PC,Kalypso Media,Action,73,8.2,2009
Brandish: The Dark Revenant,PSP,Falcom Corporation,Role-Playing,78,8.3,2009
Thomas and Friends: Steaming around Sodor,3DS,Avanquest Software,Action,,,2015
Chaos;Head Noah,PSP,5pb,Adventure,,,2010
Summon Night: Swordcraft Story,GBA,Banpresto,Role-Playing,77,8.1,2003
Samurai Shodown V,XB,Ignition Entertainment,Fighting,58,,2006
Falcon 4.0: Allied Force,PC,Graphsim Entertainment,Simulation,90,8.6,2005
Minna no Chizu 2,PSP,Zenrin,Misc,,,2007
Pro Fishing Challenge,XB,Atlus,Sports,62,9.1,2004
Franklin's Great Adventures,DS,Game Factory,Action,,,2006
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,Tecmo Koei,Role-Playing,,,2016
Phoenix Wright: Ace Attorney Trilogy,3DS,Capcom,Adventure,81,9,2014
Princess Saver! Eternal Love for My Lady,PS2,Comfort,Adventure,,,2010
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,Namco Bandai Games,Sports,,,2002
Ice Age: Dawn of the Dinosaurs,PC,Activision,Action,67,,2009
To Love-Ru Trouble: Darkness - True Princess,PSV,FuRyu,Action,,,2015
Tokyo Mew Mew,PS,Takara,Role-Playing,,,2002
Kawasaki Jet Ski,Wii,Metro 3D,Racing,,0.6,2008
Interactive Storybook DS Series 3,DS,Tommo,Misc,,,2007
Twinkle * Crusaders GoGo!,PSP,ASCII Media Works,Adventure,,,2010
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,Idea Factory,Adventure,,,2012
Rule of Rose,PS2,505 Games,Action,59,8.6,2006
RedCard 20-03,GC,Midway Games,Sports,71,7.4,2002
Bejeweled 2 Deluxe,PC,Focus Home Interactive,Puzzle,,,2006
Freestyle Metal X,XB,Midway Games,Racing,,,2003
Captain Morgane and the Golden Turtle,PS3,Reef Entertainment,Adventure,,,2012
Shonen Jump's One Piece: Grand Adventure,PS2,Namco Bandai Games,Fighting,,,2005
Dino Dini's Kick Off Revival,PS4,Avanquest,Sports,31,4.5,2016
Pac-Man World Rally,PS2,Namco Bandai Games,Racing,54,7.4,2006
Winning Post 8 2015,PS3,Tecmo Koei,Action,,,2015
GT Legends,PC,Atari,Racing,84,8.6,2005
Monster High 13 Wishes,WiiU,Little Orbit,Action,,5.5,2013
Ukiyo no Roushi,PSV,Unknown,Action,,,2015
Uta Kumi 575,PSV,Sega,Misc,,,2014
The Professor's Brain Trainer: Logic,DS,505 Games,Puzzle,,,2005
Street Fighter X Tekken,PC,Capcom,Fighting,79,6.4,2012
Kung Fu Panda,PC,Activision,Action,71,7.8,2008
428: Fuusa Sareta Shibuya de,PS3,Spike,Adventure,,,2009
Catan,DS,CDV Software Entertainment,Strategy,,,2009
Frontlines: Fuel of War,PC,THQ,Shooter,73,6.9,2008
Jewel Match 2,DS,Easy Interactive,Puzzle,,,2012
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,D3Publisher,Misc,,,2010
Rugby World Cup 2015,XOne,Ubisoft,Sports,,4.3,2015
NFL Blitz Pro,GC,Midway Games,Sports,71,,2003
Tom Clancy's EndWar,PC,Ubisoft,Strategy,68,6.7,2009
Totally Spies! 2: Undercover,DS,Atari,Action,,,2006
Black Rose Valkyrie,PS4,Idea Factory,Role-Playing,,,2016
Commandos: Strike Force,XB,Eidos Interactive,Shooter,62,,2006
Warriors of the Lost Empire (JP sales),PSP,Mercury Games,Role-Playing,,,2007
Jojo's Bizarre Adventure,PS,Virgin Interactive,Fighting,,,1999
Lode Runner,DS,Hudson Entertainment,Puzzle,,,2006
Evolution Snowboarding,PS2,Konami Digital Entertainment,Sports,38,,2002
Zathura,XB,Take-Two Interactive,Adventure,48,5.5,2005
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,Sega,Misc,,,2007
Zillions of Enemy X: Zetsukai no Crusade,PS3,Nippon Ichi Software,Role-Playing,,,2013
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,Compile,Puzzle,,,1996
Plants vs. Zombies: Garden Warfare,PC,Electronic Arts,Shooter,78,7.8,2014
Happiness! De-Lucks,PS2,Marvelous Interactive,Adventure,,,2007
Doki Majo Plus,DS,SNK Playmore,Adventure,,,2009
Eureka Seven Vol. 2: The New Vision,PS2,Namco Bandai Games,Shooter,40,7,2006
Love Once: Mermaid's Tears,PS3,Unknown,Adventure,,,2011
Castlevania: Lords of Shadow - Reverie,X360,Konami Digital Entertainment,Action,,,2011
Puzzle Challenge: Crosswords and More!,PS2,Crave Entertainment,Puzzle,,,2006
Muppets Party Cruise,GC,TDK Mediactive,Misc,,8,2003
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,D3Publisher,Action,,,2009
Test Drive Unlimited,PC,Atari,Racing,79,8.1,2007
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,Gaga,Shooter,,,1996
Saint,Wii,Unknown,Shooter,,,
Grey's Anatomy: The Video Game,PC,Ubisoft,Adventure,36,3.9,2009
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,Yamasa Entertainment,Misc,,,2006
Let's Play Flight Attendant,DS,Deep Silver,Simulation,,,2010
F1 Race Stars,PC,Codemasters,Racing,62,5.4,2012
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,Plenty,Misc,,,2011
Call of Duty: Modern Warfare Trilogy,PS3,Activision,Shooter,,7,2016
Motto! SoniComi,PS3,Kadokawa Games,Simulation,,,2014
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,Quinrose,Adventure,,,2011
Serious Sam: Next Encounter,GC,Global Star,Shooter,69,8.4,2004
Diabolik Lovers: More Blood,PSV,Idea Factory,Adventure,,,2015
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,Irem Software Engineering,Misc,,,2010
Serious Sam HD: Gold Edition,PC,Devolver Digital,Shooter,,,2010
Knight's Apprentice: Memorick's Adventures,XB,Microids,Action,53,4.5,2004
Akai Ito DS,DS,Alchemist,Adventure,,,2008
Natsuiro no Sunadokei,PS2,Princess Soft,Adventure,,,2002
Freedom Wings,DS,Natsume,Simulation,46,7.7,2006
Unreal Anthology,PC,Midway Games,Shooter,,8.8,2006
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,Sega,Misc,,,2007
Triple Crown Championship Snowboarding,Wii,Destineer,Sports,,,2010
Dream Chronicles,DS,Zoo Games,Adventure,,,2010
18 Wheels of Steel: Extreme Trucker,PC,Rondomedia,Racing,,8,2009
X3: Terran War Pack,PC,Deep Silver,Misc,,,2012
Geon Cube,Wii,P2 Games,Puzzle,,,2009
Left 4 Dead,PC,Electronic Arts,Shooter,89,9.2,2008
Steal Princess,DS,Unknown,Platform,60,,
Ballblazer Champions,PS,CTO SpA,Sports,,,1997
Azada,3DS,Licensed 4U,Puzzle,,,2012
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,5pb,Adventure,,,2016
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,Alchemist,Adventure,,,2008
Galaxy Angel II: Eigou Kaiki no Koku,PS2,Broccoli,Strategy,,,2009
Moujuutsukai to Oujisama Portable,PSP,Idea Factory,Adventure,,,2011
Genroh,PSP,Idea Factory,Action,,,2012
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,Alchemist,Adventure,,,2010
Iron Phoenix,XB,Sega,Fighting,58,6.5,2005
Kuon,PS2,Indie Games,Adventure,57,7.7,2004
Kannou Mukashi Banashi Portable,PSP,Idea Factory,Adventure,,,2012
Tennis no Oji-Sama: Driving Smash! Side King,DS,Konami Digital Entertainment,Sports,,,2008
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,Alchemist,Adventure,,,2010
Rose to Tasogare no Kojou,PSV,Nippon Ichi Software,Action,,,2016
Tale of a Hero,PC,Daedalic,Adventure,,,2010
UnchainBlades EXXiV,3DS,FuRyu,Role-Playing,,,2012
Mount & Blade,PC,Paradox Interactive,Role-Playing,,,2008
Carmen Sandiego: The Secret of the Stolen Drums,GC,BAM! Entertainment,Action,57,,2004
Fritz Chess,DS,Deep Silver,Strategy,,,2009
Puyo Puyo! 15th Anniversary,PSP,Sega,Puzzle,,,2007
Mind over Matter,DS,505 Games,Puzzle,,,2010
Dies Irae: Amantes Amentes,PSP,Views,Action,,,2012
The Idolmaster: Gravure For You! Vol.9,PS3,Namco Bandai Games,Action,,,2012
Casper's Scare School: Classroom Capers,DS,Blast! Entertainment Ltd,Adventure,,,2008
Discovery Kids: Snake Safari,DS,505 Games,Simulation,,,2009
Heavy Fire: The Chosen Few 3D,3DS,Mastiff,Shooter,,6.3,2011
Fuel,PC,Codemasters,Racing,67,6.7,2009
The Settlers IV,PC,Blue Byte,Strategy,,,2001
Ryu-koku,PS2,KID,Adventure,,,2006
Dungeon Defenders,PC,Unknown,Role-Playing,81,7.3,2011
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,Square Enix,Misc,,,2008
GunParade Orchestra: Midori no Shou,PS2,Sony Computer Entertainment,Adventure,,,2006
Group S Challenge,XB,Capcom,Racing,57,6,2003
Fritz Chess,Wii,Deep Silver,Strategy,,,2009
G1 Jockey Wii,Wii,Tecmo Koei,Sports,,,2007
Shooter: Starfighter Sanvein,PS,Midas Interactive Entertainment,Shooter,,,2000
Sakura Wars 1 & 2,PSP,Sega,Strategy,,,2006
Dragon's Lair,DS,Destineer,Platform,63,,2010
Disney's Meet the Robinsons,DS,Disney Interactive Studios,Action,64,,2007
Mata Hari: Betrayal is only a Kiss Away,PC,DTP Entertainment,Adventure,63,,2008
Cities in Motion Collection,PC,Unknown,Simulation,,,2011
Date A Live: Arusu Install,PS3,Compile Heart,Adventure,,,2014
Terminator 3: The Redemption,GC,Atari,Shooter,68,,2004
Farm Frenzy,PC,Mumbo Jumbo,Strategy,,,2008
Tengen Toppa Gurren-Lagann,DS,Konami Digital Entertainment,Action,,,2007
Mario Tennis,3DS,,Sports,,,
Sugoi Hebereke,SNES,Sunsoft,Fighting,,,1994
Pebble Beach Golf Links,SAT,Sega,Sports,,,1994
Veggy World,DS,Jack of All Games,Shooter,,,2011
Dakar 2: The World's Ultimate Rally,XB,Acclaim Entertainment,Racing,,,2003
Balls of Fury,Wii,Zoo Digital Publishing,Sports,19,2.8,2007
Indigo Prophecy,PC,Atari,Adventure,85,8.3,2005
Overlord,PC,Codemasters,Strategy,81,8.1,2007
Higurashi Daybreak Portable Mega Edition,PSP,Alchemist,Adventure,,,2009
The Lord of the Rings: The Battle for Middle-Earth II,PC,Electronic Arts,Strategy,84,7.5,2006
Whiteout,PS2,Konami Digital Entertainment,Racing,50,,2002
Shinken de Watashi ni Koi Shinasai! R,PS3,Minato Station,Action,,,2012
Command & Conquer: The First Decade,PC,Electronic Arts,Strategy,,,2006
Shiratsuyu no Kai,PSP,Idea Factory,Adventure,,,2013
Rugby League Team Manager 2015,PC,Alternative Software,Action,,,2015
FIFA Soccer 09,PC,Electronic Arts,Sports,77,6.8,2008
Quake 4,PC,Activision,Shooter,81,7.6,2005
XGRA: Extreme G Racing Association,GC,Acclaim Entertainment,Racing,69,7,2003
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,fonfun,Simulation,,,2008
Max Payne,PC,Take-Two Interactive,Shooter,89,9.1,2001
Taito Legends 2,PS2,Empire Interactive,Misc,67,,2006
Touhou Genso Rondo: Bullet Ballet,PS4,Nippon Ichi Software,Shooter,55,4.7,2016
Kill.Switch,GBA,Zoo Digital Publishing,Shooter,,,2004
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,Idea Factory,Adventure,,,2010
Jinsei Game Wii,Wii,Takara Tomy,Misc,,,2007
So Blonde,PC,Eidos Interactive,Adventure,,,2008
Atari Flashback Classics: Volume 1,XOne,Atari,Misc,,,2016
The Sims: Complete Collection,PC,Electronic Arts,Simulation,,,2005
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,Benesse,Misc,,,2008
SBK: Snowboard Kids,DS,Rising Star Games,Sports,63,6.5,2005
Gekka Ryouran Romance,PSP,Idea Factory,Adventure,,,2011
Guess the Logos,XB,Sega,Puzzle,,,2004
Ore no Yome: Anata Dake no Hanayome,X360,Idea Factory,Adventure,,,2010
Resident Evil Zero,PC,Capcom,Action,,,2016
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,Sonnet,Misc,,,1996
Final Approach 2: 1st Priority,PS2,Princess Soft,Adventure,,,2008
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,PlayV,Misc,,,2009
Homeworld,PC,Vivendi Games,Strategy,93,9,1998
Back to the Future: The Game,X360,Telltale Games,Adventure,,7.5,2015
Sniper Elite V2,WiiU,505 Games,Shooter,58,5.8,2013
Moujuutsukai to Oujisama: Snow Bride,PS2,Idea Factory,Adventure,,,2011
Detective Jinguuji Saburo: Ronde Revenge,3DS,Arc System Works,Action,,,2012
Casper: Spirit Dimensions,GC,TDK Mediactive,Platform,,,2002
Meitantei Evangelion,PS2,Broccoli,Adventure,,,2007
Tsuyo Kiss 2 Portable,PSP,NetRevo,Adventure,,,2010
Paragon,PS4,Epic Games,Action,,6.1,2016
Order of War,PC,Square Enix,Strategy,69,7.3,2009
The Fast and the Furious,PSP,Deep Silver,Racing,58,5.3,2007
Butt-Ugly Martians: Zoom or Doom!,PS2,Vivendi Games,Racing,,,2002
Mar Heaven: Karudea no Akuma,DS,Konami Digital Entertainment,Role-Playing,,,2006
Vampire Mansion: Linda Hyde,DS,Unknown,Adventure,,,2011
Brain Dead 13,PS,Coconuts Japan,Adventure,,,1996
Robotics;Notes,X360,5pb,Adventure,,,2012
Maximum Capacity: Hotel Giant,PC,JoWood Productions,Strategy,59,7.7,2002
Sacred Gold,PC,Encore,Role-Playing,,8.2,2005
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,Tecmo Koei,Misc,,,2007
T.A.C. Heroes : Big Red One,DS,Storm City Games,Strategy,,,2010
The King of Fighters NeoWave,XB,SNK Playmore,Fighting,62,,2006
Dungeons & Dragons: Shadow over Mystara,PS3,Capcom,Role-Playing,,,2013
Super PickUps,PS2,XS Games,Racing,,,2007
Command & Conquer 3: Deluxe Edition,PC,Electronic Arts,Strategy,,,2008
Legend: Hand of God,PC,DTP Entertainment,Role-Playing,57,5.8,2007
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,Marvelous Interactive,Adventure,,,2007
Atari Flashback Classics: Volume 2,XOne,Atari,Misc,,,2016
Aquanaut's Holiday,PS,Sony Computer Entertainment,Adventure,,,1995
Hakuoki: Shinkai - Hana no Shou,PSV,Idea Factory,Adventure,,,2016
Hot 'n' Cold,DS,Majesco Entertainment,Action,,,2009
Nisenochigiri,PSP,Idea Factory,Adventure,,,2010
Sacred 3,PC,Deep Silver,Role-Playing,57,1.4,2014
Pro Evolution Soccer 2017,PC,Konami Digital Entertainment,Sports,69,3.7,2016
Wakeboarding Unleashed Featuring Shaun Murray,GBA,Aspyr,Sports,67,,2003
Last Escort,PS2,D3Publisher,Adventure,,,2006
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Takara,Action,,,2002
SAW,PC,Konami Digital Entertainment,Action,55,6,2009
World Championship Poker featuring Howard Lederer: All In,Wii,505 Games,Misc,,,2006
Meikyuu Cross Blood: Reloaded,X360,Unknown,Action,,,2011
Livly Garden,DS,Marvelous Interactive,Simulation,,,2010
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,,Misc,,,2005
The Awakened Fate Ultimatum,PS3,Nippon Ichi Software,Role-Playing,65,7.3,2014
Spider-Man 3,PC,Activision,Platform,62,7.1,2007
Xblaze: Lost Memories,PS3,Arc System Works,Adventure,63,6.2,2015
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,Starfish,Role-Playing,,,2011
Commando: Steel Disaster,DS,Lexicon Entertainment,Shooter,64,,2008
Aria: The Natural ~Tooi Yume no Mirage~,PS2,Alchemist,Adventure,,,2006
Fallout Trilogy,PC,Ubisoft,Role-Playing,,8.9,2004
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Marvelous Interactive,Fighting,,,2008
Natalie Brooks: Mystery at Hillcrest High,DS,Licensed 4U,Action,,,2012
Gal Gun,PS3,Alchemist,Shooter,,,2012
Hakuouki: Yuugi Roku DS,DS,Idea Factory,Adventure,,,2011
Shonen Jump's Shaman King: Master of Spirits 2,GBA,Konami Digital Entertainment,Role-Playing,,,2005
Toki no Kizuna: Hanayui Tsuzuri,PSP,Idea Factory,Adventure,,,2013
Rinne no Lagrange: Kamogawa Days,PS3,Namco Bandai Games,Adventure,,,2012
Code R,SAT,Quintet,Adventure,,,1998
The Idolmaster: Gravure For You! Vol.8,PS3,Namco Bandai Games,Action,,,2012
Spirits and Demons: 5 Game Pack,PC,Focus Multimedia,Misc,,,2015
Disney Sports Football,GBA,Unknown,Sports,62,,2002
Chicken Hunter,DS,Phoenix Games,Shooter,39,,2007
Net High,PSV,Marvelous Games,Adventure,,,2015
Kao Challengers,PSP,Atari,Platform,57,,2005
Hakuoki: Shinkai - Furi no Shou,PSV,Idea Factory,Action,,,2015
Jake Hunter: Detective Chronicles,DS,Aksys Games,Adventure,47,,2008
Spider-Man: Web of Shadows,PC,Activision,Action,52,7.8,2008
Demolition Company: Gold Edition,PC,,Simulation,,,2011
Onechanbara Special,PSP,D3Publisher,Action,,,2011
Headhunter: Redemption,XB,Sega,Action,59,6.8,2004
Jewel Master: Cradle Of Rome 2,DS,Rising Star Games,Puzzle,,,2011
Daikaijuu Battle: Ultra Coliseum,Wii,Namco Bandai Games,Fighting,,,2008
Saki: Achiga-Hen Portable,PSP,Alchemist,Adventure,,,2013
Minna de Dokusho: Keatai Shousetsu Desu,PSP,Dorart,Misc,,,2008
Polar Bowler,DS,Mumbo Jumbo,Sports,,,2008
Prehistorik Man,GBA,THQ,Platform,69,,2001
Winter Sports 2011,X360,DTP Entertainment,Sports,,,2011
F1 2002,GBA,"Destination Software, Inc",Racing,,,2002
Chicago Enforcer,XB,Kemco,Shooter,33,2.8,2005
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,Namco Bandai Games,Misc,,,2015
The Lord of the Rings Online: Mines of Moria,PC,Codemasters Online,Role-Playing,85,8.2,2008
Chevrolet Camaro: Wild Ride,DS,Storm City Games,Racing,,,2010
Jinguuji Saburou DS: Akai Chou,DS,Arc System Works,Adventure,,,2010
Carmageddon: Max Damage,XOne,Stainless Games,Action,52,7.1,2016
Stormrise,PC,Sega,Strategy,42,4.9,2009
Dance Dance Revolution Extra Mix,PS,Konami Digital Entertainment,Simulation,,,2001
UnchainBlades EXXiV,PSP,FuRyu,Role-Playing,,,2012
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,Namco Bandai Games,Adventure,,,2008
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,Tecmo Koei,Strategy,,,2015
Super Bowling,N64,Athena,Sports,,,1999
Rat Attack!,N64,Mindscape,Puzzle,,,2000
Kawaii Koinu DS 3,DS,MTO,Simulation,,,2010
Hoppie,DS,Jack of All Games,Platform,,,2011
Chuugen no Hasha: Sangoku Shouseiden,PSP,Namco Bandai Games,Strategy,,,2006
Resident Evil 4 HD,XOne,Capcom,Shooter,,,2016
Largo Winch .// Commando Sar,PS,Ubisoft,Adventure,,,2002
Joker no Kuni no Alice: Wonderful Wonder World,PSP,Quinrose,Adventure,,,2011
Cross Treasures,DS,Square Enix,Role-Playing,,,2009
Painkiller,PC,DreamCatcher Interactive,Shooter,81,8.1,2004
Ruff Trigger: The Vanocore Conspiracy,PS2,Natsume,Platform,57,7,2006
Fast & Furious: Showdown,PS3,Activision,Action,,,2013
Princess Isabella: A Witch's Curse,Wii,Destineer,Adventure,,,2010
Casper's Scare School: Spooky Sports Day,Wii,Blast! Entertainment Ltd,Sports,,,2009
War Leaders: Clash of Nations,PC,CDV Software Entertainment,Strategy,,6.4,2009
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,System 3 Arcade Software,Racing,,,2009
Silent Bomber,PS,Virgin Interactive,Action,,,1999
Samurai & Dragons,PSV,Sega,Action,,,2012
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,Starfish,Role-Playing,,,2011
PDC World Championship Darts: Pro Tour,X360,O-Games,Sports,,,2010
TalkMan,PSP,Sony Computer Entertainment,Misc,,,2006
RollerCoaster Tycoon World,PC,Atari,Simulation,43,2.4,2016
Oil Rush,PC,Iceberg Interactive,Strategy,67,6.5,2012
XGRA: Extreme G Racing Association,XB,Acclaim Entertainment,Racing,66,6.8,2003
Arslan: The Warriors of Legend,XOne,Tecmo Koei,Action,,5.8,2016
Darksiders: Warmastered Edition,PS4,Nordic Games,Action,79,8.5,2016
Uta no * Prince-Sama,PSP,Broccoli,Adventure,,,2010
Agatha Christie: The ABC Murders,PC,Microids,Adventure,66,8.5,2016
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,Starfish,Role-Playing,,,2012
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,Sega,Misc,,,2006
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,Namco Bandai Games,Action,,,2011
Mushishi: Amefuru Sato,DS,Marvelous Interactive,Simulation,,,2008
Timmy Time,DS,Avanquest,Action,,,2011
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,Comfort,Action,,,2012
Lara Croft and the Temple of Osiris,PC,Square Enix,Action,73,5.4,2014
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,Falcom Corporation,Role-Playing,,,2013
Airport Simulator,PC,Unknown,Simulation,,,2011
Motocross Mania 3,XB,Take-Two Interactive,Racing,38,3.6,2005
Winning Post 7: Maximum 2007,PS2,Tecmo Koei,Sports,,,2007
ESPN MLS ExtraTime 2002,GC,Konami Digital Entertainment,Sports,68,,2002
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,Russel,Action,,,2010
Vitamin R,PSP,D3Publisher,Adventure,,,2013
Angelique Retour,PSV,Tecmo Koei,Action,,,2015
Fist of the North Star: Ken's Rage 2,WiiU,Tecmo Koei,Fighting,40,5.8,2013
Blazing Angels: Squadrons of WWII,PC,Ubisoft,Simulation,65,4.6,2006
Hellgate: London,PC,Electronic Arts,Role-Playing,70,6.3,2007
Gakuen K: Wonderful School Days,PSP,Idea Factory,Adventure,,,2014
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,Atari,Action,,,2006
Guitar Freaks V2 & DrumMania V2,PS2,Konami Digital Entertainment,Simulation,,,2006
Backyard Baseball '09,PS2,Atari,Sports,,,2008
Dynasty Warriors 8: Empires,PSV,Tecmo Koei,Action,70,7.4,2015
Puzzle City,DS,Destineer,Puzzle,,,2009
Dance! It's Your Stage,PS3,DTP Entertainment,Misc,,,2011
CV Casting Voice,PS3,Namco Bandai Games,Adventure,,,2014
Pastel Chime Continue,PSP,5pb,Adventure,,,2010
Zwei!!,PSP,Falcom Corporation,Role-Playing,,,2008
The Sims 2: Happy Holiday Stuff,PC,Electronic Arts,Simulation,,,2006
Ro-Kyu-Bu! Lost Secret,PSP,Kadokawa Shoten,Adventure,,,2013
Pump It Up: Exceed,XB,Mastiff,Misc,74,7.5,2005
Tenkai Knights: Brave Battle,3DS,Namco Bandai Games,Action,26,2.4,2014
TOCA Race Driver 3,PC,Codemasters,Racing,84,7.8,2006
Malice,PS2,Evolved Games,Platform,51,,2004
Devil Survivor: Over Clock,3DS,Atlus,Strategy,,,2015
Defendin' De Penguin,DS,Zushi Games,Strategy,,,2008
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,Sega,Role-Playing,,,2008
Kokoro Connect: Yochi Random,PSP,Namco Bandai Games,Action,,,2012
Littlest Pet Shop,PC,Electronic Arts,Simulation,,,2008
Warship Gunner 2 Portable,PSP,Tecmo Koei,Simulation,,,2009
Downtown Nekketsu Jidaigek,3DS,Arc System Works,Action,,,2015
B-17: Fortress in the Sky,DS,DSI Games,Simulation,38,,2007
Spanish for Everyone!,DS,Activision,Puzzle,,,2007
Battle Princess of Arcadias,PS3,Nippon Ichi Software,Role-Playing,69,7.9,2013
Chuck E. Cheese's Super Collection,Wii,UFO Interactive,Action,,,2011
Runaway: A Twist of Fate,DS,Focus Home Interactive,Adventure,66,,
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,Namco Bandai Games,Action,,,2006
X-Plane 10 Global,PC,Aerosoft,Simulation,,,2013
Drakensang: The Dark Eye,PC,Eidos Interactive,Role-Playing,,,2009
WRC 2: FIA World Rally Championship,PC,Ubisoft,Racing,,,2011
Car Battler Joe,GBA,Victor Interactive,Role-Playing,77,,2001
StormLover Karen!!,PSP,D3Publisher,Adventure,,,2011
Digimon Rumble Arena 2,XB,Atari,Fighting,65,8.8,2004
Steins;Gate: Hiyoku Renri no Darling,PS3,5pb,Adventure,,,2012
Ten Pin Alley 2,Wii,XS Games,Sports,30,,2008
Coded Soul: Uke Keigareshi Idea,PSP,Sony Computer Entertainment,Role-Playing,,,2008
AIR,PSP,Prototype,Adventure,,,2007
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,Alchemist,Adventure,,,2010
Otoko Yukaku,PSV,D3Publisher,Action,,,2015
Mount & Blade Collection,PC,Paradox Interactive,Role-Playing,,,2012
Ridge Racer Unbounded,PC,Namco Bandai Games,Racing,72,6,2012
Mortal Kombat,PC,Acclaim Entertainment,Fighting,,,1994
